TimeGenerated	EventType	User	SourceIP	DestinationIP	Hostname	Country	Status	ProcessName	CommandLine	Description
9/4/2026 12:03	ProcessStart	raj.patel	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	chrome.exe		Normal user activity
9/4/2026 12:10	SuccessfulLogin	john.smith	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 12:12	SuccessfulLogin	raj.patel	10.10.3.44	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 12:23	FileAccess	alice.jones	10.10.1.15	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 12:24	FileAccess	maria.garcia	10.10.2.31	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 12:28	SuccessfulLogin	raj.patel	10.10.2.31	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 12:34	FileAccess	raj.patel	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 12:35	SuccessfulLogin	maria.garcia	10.10.3.44	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 12:38	SuccessfulLogin	maria.garcia	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 12:45	FileAccess	john.smith	10.10.1.15	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 12:48	ProcessStart	john.smith	10.10.3.44	10.10.0.10	FIN-PC-02	India	Success	outlook.exe		Normal user activity
9/4/2026 12:50	FileAccess	john.smith	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 12:54	FileAccess	john.smith	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 12:57	SuccessfulLogin	raj.patel	10.10.3.44	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 12:59	SuccessfulLogin	raj.patel	10.10.3.44	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:02	SuccessfulLogin	alice.jones	10.10.3.44	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 13:02	SuccessfulLogin	alice.jones	10.10.3.44	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:04	ProcessStart	raj.patel	10.10.1.15	10.10.0.10	SALES-PC-01	India	Success	chrome.exe		Normal user activity
9/4/2026 13:08	SuccessfulLogin	maria.garcia	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 13:09	FileAccess	maria.garcia	10.10.3.44	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:10	SuccessfulLogin	raj.patel	10.10.1.22	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 13:12	ProcessStart	raj.patel	10.10.3.44	10.10.0.10	SALES-PC-01	India	Success	chrome.exe		Normal user activity
9/4/2026 13:13	FileAccess	alice.jones	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 13:15	FileAccess	john.smith	10.10.3.44	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 13:17	ProcessStart	alice.jones	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	chrome.exe		Normal user activity
9/4/2026 13:18	SuccessfulLogin	john.smith	10.10.1.15	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 13:18	SuccessfulLogin	maria.garcia	10.10.1.15	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 13:22	FileAccess	raj.patel	10.10.1.15	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:28	SuccessfulLogin	alice.jones	10.10.3.44	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 13:30	SuccessfulLogin	maria.garcia	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 13:31	ProcessStart	maria.garcia	10.10.1.22	10.10.0.10	FIN-PC-02	India	Success	outlook.exe		Normal user activity
9/4/2026 13:31	SuccessfulLogin	maria.garcia	10.10.2.31	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:34	FileAccess	john.smith	10.10.2.31	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:38	FileAccess	raj.patel	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 13:38	FileAccess	raj.patel	10.10.2.31	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:40	FileAccess	john.smith	10.10.2.31	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 13:43	ProcessStart	raj.patel	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	chrome.exe		Normal user activity
9/4/2026 13:44	ProcessStart	maria.garcia	10.10.1.22	10.10.0.10	DEV-PC-03	India	Success	outlook.exe		Normal user activity
9/4/2026 13:44	ProcessStart	john.smith	10.10.3.44	10.10.0.10	FIN-PC-02	India	Success	outlook.exe		Normal user activity
9/4/2026 13:45	SuccessfulLogin	maria.garcia	10.10.1.22	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:45	SuccessfulLogin	maria.garcia	10.10.1.15	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:50	ProcessStart	raj.patel	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	chrome.exe		Normal user activity
9/4/2026 13:56	SuccessfulLogin	john.smith	10.10.1.15	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 13:58	SuccessfulLogin	raj.patel	10.10.3.44	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 14:01	ProcessStart	alice.jones	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	teams.exe		Normal user activity
9/4/2026 14:08	SuccessfulLogin	john.smith	10.10.2.31	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 14:15	FileAccess	raj.patel	10.10.2.31	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 14:16	ProcessStart	maria.garcia	10.10.3.44	10.10.0.10	DEV-PC-03	India	Success	teams.exe		Normal user activity
9/4/2026 14:18	SuccessfulLogin	john.smith	10.10.2.31	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 14:18	FileAccess	john.smith	10.10.1.15	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 14:23	SuccessfulLogin	john.smith	10.10.3.44	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 14:32	ProcessStart	alice.jones	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	outlook.exe		Normal user activity
9/4/2026 14:32	ProcessStart	john.smith	10.10.1.15	10.10.0.10	FIN-PC-02	India	Success	outlook.exe		Normal user activity
9/4/2026 14:41	ProcessStart	raj.patel	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	outlook.exe		Normal user activity
9/4/2026 14:47	FileAccess	john.smith	10.10.1.22	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 14:48	FileAccess	raj.patel	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 14:48	ProcessStart	raj.patel	10.10.2.31	10.10.0.10	HR-PC-01	India	Success	teams.exe		Normal user activity
9/4/2026 14:58	SuccessfulLogin	alice.jones	10.10.1.15	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 15:00	FileAccess	raj.patel	10.10.3.44	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 15:09	FileAccess	alice.jones	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 15:10	FileAccess	alice.jones	10.10.1.15	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 15:19	SuccessfulLogin	john.smith	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 15:22	SuccessfulLogin	alice.jones	10.10.2.31	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 15:22	FileAccess	maria.garcia	10.10.1.15	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 15:29	ProcessStart	john.smith	10.10.2.31	10.10.0.10	DEV-PC-03	India	Success	chrome.exe		Normal user activity
9/4/2026 15:30	SuccessfulLogin	maria.garcia	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 15:33	FileAccess	maria.garcia	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 15:46	SuccessfulLogin	alice.jones	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 15:53	SuccessfulLogin	john.smith	10.10.3.44	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 16:05	SuccessfulLogin	john.smith	10.10.3.44	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 16:13	ProcessStart	raj.patel	10.10.1.15	10.10.0.10	HR-PC-01	India	Success	chrome.exe		Normal user activity
9/4/2026 16:22	SuccessfulLogin	raj.patel	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 16:26	SuccessfulLogin	john.smith	10.10.2.31	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 16:32	SuccessfulLogin	alice.jones	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 16:33	SuccessfulLogin	raj.patel	10.10.2.31	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 16:40	SuccessfulLogin	raj.patel	10.10.2.31	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 16:45	ProcessStart	raj.patel	10.10.3.44	10.10.0.10	DEV-PC-03	India	Success	outlook.exe		Normal user activity
9/4/2026 16:47	SuccessfulLogin	alice.jones	10.10.2.31	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 16:50	ProcessStart	john.smith	10.10.1.15	10.10.0.10	SALES-PC-01	India	Success	teams.exe		Normal user activity
9/4/2026 16:56	FileAccess	maria.garcia	10.10.2.31	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 16:58	SuccessfulLogin	john.smith	10.10.1.15	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 16:58	SuccessfulLogin	alice.jones	10.10.3.44	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:01	SuccessfulLogin	maria.garcia	10.10.1.22	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 17:06	FileAccess	john.smith	10.10.3.44	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:07	SuccessfulLogin	maria.garcia	10.10.1.15	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:10	SuccessfulLogin	maria.garcia	10.10.1.22	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 17:16	FileAccess	john.smith	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:19	SuccessfulLogin	alice.jones	10.10.3.44	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 17:21	SuccessfulLogin	john.smith	10.10.2.31	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:22	SuccessfulLogin	john.smith	10.10.2.31	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:23	FileAccess	john.smith	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:23	SuccessfulLogin	john.smith	10.10.2.31	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:27	SuccessfulLogin	raj.patel	10.10.1.15	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:31	ProcessStart	maria.garcia	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	chrome.exe		Normal user activity
9/4/2026 17:36	SuccessfulLogin	maria.garcia	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:39	FileAccess	john.smith	10.10.1.22	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 17:40	SuccessfulLogin	alice.jones	10.10.2.31	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 17:43	ProcessStart	john.smith	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	chrome.exe		Normal user activity
9/4/2026 17:50	SuccessfulLogin	maria.garcia	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 18:08	SuccessfulLogin	alice.jones	10.10.1.22	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 18:09	ProcessStart	raj.patel	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	outlook.exe		Normal user activity
9/4/2026 18:09	FileAccess	maria.garcia	10.10.3.44	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 18:12	SuccessfulLogin	maria.garcia	10.10.1.15	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 18:16	SuccessfulLogin	raj.patel	10.10.2.31	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 18:17	FileAccess	alice.jones	10.10.2.31	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 18:20	FailedLogin	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Failed	winlogon.exe		Repeated authentication failure
9/4/2026 18:21	FailedLogin	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Failed	winlogon.exe		Repeated authentication failure
9/4/2026 18:22	FailedLogin	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Failed	winlogon.exe		Repeated authentication failure
9/4/2026 18:23	FailedLogin	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Failed	winlogon.exe		Repeated authentication failure
9/4/2026 18:23	SuccessfulLogin	john.smith	10.10.1.15	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 18:23	ProcessStart	raj.patel	10.10.3.44	10.10.0.10	DEV-PC-03	India	Success	outlook.exe		Normal user activity
9/4/2026 18:24	FailedLogin	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Failed	winlogon.exe		Repeated authentication failure
9/4/2026 18:25	SuccessfulLogin	alice.jones	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 18:25	FailedLogin	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Failed	winlogon.exe		Repeated authentication failure
9/4/2026 18:26	FailedLogin	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Failed	winlogon.exe		Repeated authentication failure
9/4/2026 18:27	FailedLogin	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Failed	winlogon.exe		Repeated authentication failure
9/4/2026 18:29	ProcessStart	maria.garcia	10.10.1.22	10.10.0.10	FIN-PC-02	India	Success	chrome.exe		Normal user activity
9/4/2026 18:29	SuccessfulLogin	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Success	winlogon.exe		Successful login following multiple failures
9/4/2026 18:31	SuccessfulLogin	maria.garcia	10.10.3.44	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
9/4/2026 18:31	ProcessStart	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Success	powershell.exe	powershell.exe -nop -w hidden -enc <BASE64_REDACTED>	Suspicious PowerShell execution
9/4/2026 18:34	SuccessfulLogin	alice.jones	10.10.1.22	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 18:34	PrivilegeChange	john.smith	185.220.101.47	10.10.0.10	HR-PC-01	Netherlands	Success	net.exe	net localgroup administrators john.smith /add	User added to local administrators group
9/4/2026 18:36	SuccessfulLogin	raj.patel	10.10.1.22	10.10.0.10	HR-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 18:37	NetworkConnection	john.smith	10.10.1.15	185.220.101.47	HR-PC-01	Netherlands	Success	powershell.exe		Outbound connection to suspicious external IP
9/4/2026 18:42	ProcessStart	raj.patel	10.10.1.15	10.10.0.10	SALES-PC-01	India	Success	outlook.exe		Normal user activity
9/4/2026 18:43	SuccessfulLogin	maria.garcia	10.10.1.15	10.10.0.10	DEV-PC-03	India	Success	explorer.exe		Normal user activity
9/4/2026 18:55	SuccessfulLogin	raj.patel	10.10.2.31	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 18:57	ProcessStart	raj.patel	10.10.1.22	10.10.0.10	DEV-PC-03	India	Success	chrome.exe		Normal user activity
9/4/2026 18:58	SuccessfulLogin	john.smith	10.10.3.44	10.10.0.10	SALES-PC-01	India	Success	explorer.exe		Normal user activity
9/4/2026 18:58	SuccessfulLogin	maria.garcia	10.10.1.15	10.10.0.10	FIN-PC-02	India	Success	explorer.exe		Normal user activity
